,job_id,client_id,load_info_staleness,placement_info_staleness,workflow_type,job_create_time,scheduler_type,slowdown,response_time
0,0,0,1,1,6,19.0,hashtask,1.4738913845474102,89.17042876511832
1,1,0,1,1,6,50.2,hashtask,1.592149098047164,96.32502043185342
2,2,0,1,1,6,72.4,hashtask,1.5730114013777439,95.1671897833535
3,3,0,1,1,6,101.60000000000001,hashtask,1.4685312781672815,88.84614232912053
4,4,0,1,1,6,134.8,hashtask,1.7413810111381685,105.35355117385919
5,5,0,1,1,6,158.0,hashtask,2.0682501081344595,125.12913154213481
6,6,0,1,1,6,183.2,hashtask,1.8978117309022313,114.817609719585
7,7,0,1,1,6,210.39999999999998,hashtask,2.0551852426942854,124.33870718300426
8,8,0,1,1,6,239.59999999999997,hashtask,2.240402307263276,135.5443395894282
9,9,0,1,1,6,264.79999999999995,hashtask,2.0724287945721507,125.38194207161513
10,10,0,1,1,6,291.99999999999994,hashtask,2.448029538929613,148.10578710524157
11,11,0,1,1,6,315.19999999999993,hashtask,1.8118450775904824,109.61662719422418
12,12,0,1,1,6,344.3999999999999,hashtask,1.6575124009392792,100.2795002568264
13,13,0,1,1,6,373.5999999999999,hashtask,1.9052514896962722,115.26771512662447
14,14,0,1,1,6,398.7999999999999,hashtask,2.3832734579856565,144.18804420813223
15,15,0,1,1,6,428.9999999999999,hashtask,2.198995863866993,133.03924976395308
16,16,0,1,1,6,450.1999999999999,hashtask,1.9559316726780143,118.33386619701986
17,17,0,1,1,6,474.39999999999986,hashtask,2.4090007784097813,145.74454709379177
18,18,0,1,1,6,499.59999999999985,hashtask,2.5976360959193388,157.15698380312
19,19,0,1,1,6,527.7999999999998,hashtask,2.6199681421595766,158.50807260065437
20,20,0,1,1,6,556.9999999999999,hashtask,2.3787422234804674,143.91390452056828
21,21,0,1,1,6,577.1999999999999,hashtask,2.656548889734621,160.72120782894456
22,22,0,1,1,6,594.4,hashtask,3.165529296079802,191.514522412828
23,23,0,1,1,6,620.6,hashtask,2.775614202328092,167.92465924084956
24,24,0,1,1,6,653.8000000000001,hashtask,3.026744458299817,183.11803972713892
25,25,0,1,1,6,679.0000000000001,hashtask,2.2123742003731994,133.84863912257856
26,26,0,1,1,6,701.2000000000002,hashtask,2.6717440008580398,161.6405120519114
27,27,0,1,1,6,733.4000000000002,hashtask,2.577598109095576,155.94468560028236
28,28,0,1,1,6,764.6000000000003,hashtask,2.195921468953296,132.8532488716744
29,29,0,1,1,6,796.8000000000003,hashtask,2.8624714577922514,173.1795231964312
30,30,0,1,1,6,823.0000000000003,hashtask,2.8193327321225565,170.56963029341466
31,31,0,1,1,6,857.2000000000004,hashtask,3.103643653954623,187.77044106425467
32,32,0,1,1,6,882.4000000000004,hashtask,2.2586110778378035,136.6459702091871
33,33,0,1,1,6,907.6000000000005,hashtask,2.6808688480183878,162.19256530511245
34,34,0,1,1,6,938.8000000000005,hashtask,2.2106718551377535,133.7456472358341
35,35,0,1,1,6,973.0000000000006,hashtask,3.604405699081666,218.0665447944408
36,36,0,1,1,6,994.2000000000006,hashtask,2.725945083731409,164.91967756575025
37,37,0,1,1,6,1026.4000000000005,hashtask,3.5312687273886274,213.64175800701196
