,time,worker_id,event
0,20.0,N/A,[Job Arrival at Scheduler (Job 1000)] ++
1,20.0,1c7c9305-f4b9-4b99-843e-cdabe667fb80,[Task Arrival (Job 1000 - Task 0) at [Worker_id:1c7c9305-f4b9-4b99-843e-cdabe667fb80]] ---
2,20.0,1c7c9305-f4b9-4b99-843e-cdabe667fb80,"[Batch ff96fc6c-67fa-4206-a56f-86172ac370a9 Start (Jobs 1000) at Worker 1c7c9305-f4b9-4b99-843e-cdabe667fb80, Model 15]"
3,28.0,N/A,[Job Arrival at Scheduler (Job 2000)] ++
4,28.0,d83ca4d0-8bd3-44ea-b31e-633610e08dea,[Task Arrival (Job 2000 - Task 0) at [Worker_id:d83ca4d0-8bd3-44ea-b31e-633610e08dea]] ---
5,28.0,d83ca4d0-8bd3-44ea-b31e-633610e08dea,"[Batch 1894bfa7-5eb8-4a50-b432-2b8bfd76168a Start (Jobs 2000) at Worker d83ca4d0-8bd3-44ea-b31e-633610e08dea, Model 16]"
6,29.0,N/A,[Job Arrival at Scheduler (Job 0)] ++
7,29.0,532a4d57-969d-4daa-926b-0d64f3fbc4f6,[Task Arrival (Job 0 - Task 0) at [Worker_id:532a4d57-969d-4daa-926b-0d64f3fbc4f6]] ---
8,29.0,71c658a9-a3d0-42fe-bb79-93de9dffbf1d,[Task Arrival (Job 0 - Task 1) at [Worker_id:71c658a9-a3d0-42fe-bb79-93de9dffbf1d]] ---
9,29.0,532a4d57-969d-4daa-926b-0d64f3fbc4f6,"[Batch 928881c5-acd4-4e6c-a9fc-310e55f03355 Start (Jobs 0) at Worker 532a4d57-969d-4daa-926b-0d64f3fbc4f6, Model 0]"
10,29.0,71c658a9-a3d0-42fe-bb79-93de9dffbf1d,"[Batch cedb28a9-ac8c-4e33-a119-75b489b15e3f Start (Jobs 0) at Worker 71c658a9-a3d0-42fe-bb79-93de9dffbf1d, Model 1]"
11,30.661544840920204,1c7c9305-f4b9-4b99-843e-cdabe667fb80,[Batch ff96fc6c-67fa-4206-a56f-86172ac370a9 End (Jobs 1000) at Worker 1c7c9305-f4b9-4b99-843e-cdabe667fb80]
12,30.661544840920204,532a4d57-969d-4daa-926b-0d64f3fbc4f6,"[Tasks Arrival at Worker (Job ID, Task ID: [(1000, 1)]) at 532a4d57-969d-4daa-926b-0d64f3fbc4f6] ---"
13,30.661544840920204,5676a431-2860-47c8-9a3b-0a08ce2d64b3,"[Tasks Arrival at Worker (Job ID, Task ID: [(1000, 2)]) at 5676a431-2860-47c8-9a3b-0a08ce2d64b3] ---"
14,30.661544840920204,5676a431-2860-47c8-9a3b-0a08ce2d64b3,"[Batch 5b64ca76-985d-4cb2-9b85-f07b23627a22 Start (Jobs 1000) at Worker 5676a431-2860-47c8-9a3b-0a08ce2d64b3, Model 1]"
15,35.96886288509591,532a4d57-969d-4daa-926b-0d64f3fbc4f6,[Batch 928881c5-acd4-4e6c-a9fc-310e55f03355 End (Jobs 0) at Worker 532a4d57-969d-4daa-926b-0d64f3fbc4f6]
16,35.96886288509591,532a4d57-969d-4daa-926b-0d64f3fbc4f6,"[Batch e704c771-edb4-4fe4-af45-0692db5b352e Start (Jobs 1000) at Worker 532a4d57-969d-4daa-926b-0d64f3fbc4f6, Model 0]"
17,43.40133408788505,532a4d57-969d-4daa-926b-0d64f3fbc4f6,[Batch e704c771-edb4-4fe4-af45-0692db5b352e End (Jobs 1000) at Worker 532a4d57-969d-4daa-926b-0d64f3fbc4f6]
18,45.26213086288115,d83ca4d0-8bd3-44ea-b31e-633610e08dea,[Batch 1894bfa7-5eb8-4a50-b432-2b8bfd76168a End (Jobs 2000) at Worker d83ca4d0-8bd3-44ea-b31e-633610e08dea]
19,45.26213086288115,532a4d57-969d-4daa-926b-0d64f3fbc4f6,"[Tasks Arrival at Worker (Job ID, Task ID: [(2000, 1)]) at 532a4d57-969d-4daa-926b-0d64f3fbc4f6] ---"
20,45.26213086288115,5676a431-2860-47c8-9a3b-0a08ce2d64b3,"[Tasks Arrival at Worker (Job ID, Task ID: [(2000, 2)]) at 5676a431-2860-47c8-9a3b-0a08ce2d64b3] ---"
21,45.26213086288115,532a4d57-969d-4daa-926b-0d64f3fbc4f6,"[Batch f9708eef-55ac-4630-bf78-bb76c44926bb Start (Jobs 2000) at Worker 532a4d57-969d-4daa-926b-0d64f3fbc4f6, Model 0]"
22,52.0,N/A,[Job Arrival at Scheduler (Job 1001)] ++
23,52.0,1c7c9305-f4b9-4b99-843e-cdabe667fb80,[Task Arrival (Job 1001 - Task 0) at [Worker_id:1c7c9305-f4b9-4b99-843e-cdabe667fb80]] ---
