,client_id,workflow_id,job_id,was_completed,deadline,create_time,response_time
0,f1035c8a-2708-4b1a-afa6-38e07487c7cd,6,0,True,39,39,61.437433408990074
1,f1035c8a-2708-4b1a-afa6-38e07487c7cd,6,1,True,85,85,67.34731045521056
2,f1035c8a-2708-4b1a-afa6-38e07487c7cd,6,2,True,119,119,66.63394602982905
3,f1035c8a-2708-4b1a-afa6-38e07487c7cd,6,3,True,163,163,74.12029250115333
4,f1035c8a-2708-4b1a-afa6-38e07487c7cd,6,4,True,212,212,75.61685257735996
5,f1035c8a-2708-4b1a-afa6-38e07487c7cd,6,5,True,247,247,63.54218970262025
6,f1035c8a-2708-4b1a-afa6-38e07487c7cd,6,6,True,285,285,74.47766680206331
7,f1035c8a-2708-4b1a-afa6-38e07487c7cd,6,7,True,325,325,67.50845014993945
8,f1035c8a-2708-4b1a-afa6-38e07487c7cd,6,8,True,369,369,61.37746841022698
9,f1035c8a-2708-4b1a-afa6-38e07487c7cd,6,9,True,406,406,73.40234364215047
10,f1035c8a-2708-4b1a-afa6-38e07487c7cd,6,10,True,447,447,65.46124114042038
11,f1035c8a-2708-4b1a-afa6-38e07487c7cd,6,11,True,482,482,61.27337786428052
12,f1035c8a-2708-4b1a-afa6-38e07487c7cd,6,12,True,525,525,64.96453674790416
13,f1035c8a-2708-4b1a-afa6-38e07487c7cd,6,13,True,569,569,77.57220002754366
14,f1035c8a-2708-4b1a-afa6-38e07487c7cd,6,14,True,607,607,72.04190779195619
15,f1035c8a-2708-4b1a-afa6-38e07487c7cd,6,15,True,652,652,61.8465887429727
16,f1035c8a-2708-4b1a-afa6-38e07487c7cd,6,16,True,685,685,90.88092713276399
17,f1035c8a-2708-4b1a-afa6-38e07487c7cd,6,17,True,722,722,80.51405006083053
18,f1035c8a-2708-4b1a-afa6-38e07487c7cd,6,18,True,760,760,69.75053351558176
19,f1035c8a-2708-4b1a-afa6-38e07487c7cd,6,19,True,802,802,70.10568272147293
20,f1035c8a-2708-4b1a-afa6-38e07487c7cd,6,20,True,845,845,74.68093742194674
21,f1035c8a-2708-4b1a-afa6-38e07487c7cd,6,21,True,876,876,69.68593254139125
22,f1035c8a-2708-4b1a-afa6-38e07487c7cd,6,22,True,902,902,70.2571743279857
23,f1035c8a-2708-4b1a-afa6-38e07487c7cd,6,23,True,941,941,78.95134461485918
24,f1035c8a-2708-4b1a-afa6-38e07487c7cd,6,24,True,990,990,74.46489880243166
25,f1035c8a-2708-4b1a-afa6-38e07487c7cd,6,25,True,1027,1027,78.3977230589037
26,f1035c8a-2708-4b1a-afa6-38e07487c7cd,6,26,True,1061,1061,66.67605338452245
27,f1035c8a-2708-4b1a-afa6-38e07487c7cd,6,27,True,1108,1108,67.16016439096552
28,f1035c8a-2708-4b1a-afa6-38e07487c7cd,6,28,True,1154,1154,67.5236870108813
29,f1035c8a-2708-4b1a-afa6-38e07487c7cd,6,29,True,1201,1201,67.91388729204414
30,f1035c8a-2708-4b1a-afa6-38e07487c7cd,6,30,True,1240,1240,73.29753691114615
31,f1035c8a-2708-4b1a-afa6-38e07487c7cd,6,31,True,1290,1290,64.7904175813062
