,client_id,workflow_id,job_id,was_completed,drop_task_id,deadline,create_time,response_time
0,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,0,True,,179,23,75.58552526234668
1,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,1,True,,208,52,69.13505399784316
2,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,2,True,,227,71,147.3105117500869
3,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,3,True,,253,97,77.84214323988579
4,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,4,True,,284,128,189.13968476356956
5,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,5,True,,304,148,75.27239809507998
6,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,6,True,,326,170,201.19656423267975
7,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,7,True,,350,194,225.02842087215504
8,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,8,True,,377,221,328.5301958705445
9,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,9,True,,399,243,306.5301958705445
10,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,10,True,,423,267,146.62188366176582
11,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,11,True,,443,287,262.5301958705445
12,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,12,True,,469,313,262.9641931368774
13,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,13,True,,496,340,159.26980175226976
14,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,14,True,,518,362,337.59997909905906
15,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,15,True,,546,390,309.59997909905906
16,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,16,True,,564,408,343.7406882187631
17,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,17,True,,585,429,322.7406882187631
18,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,18,True,,607,451,308.2113068322318
19,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,19,True,,633,477,282.2113068322318
20,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,20,True,,659,503,401.2063280300498
21,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,21,True,,676,520,384.2063280300498
22,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,22,True,,689,533,218.74068821876313
23,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,23,True,,712,556,215.96861144508716
24,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,24,True,,742,586,300.69427757700157
25,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,25,True,,764,608,432.2899208691508
26,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,26,True,,783,627,413.2899208691508
27,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,27,True,,812,656,212.25205712374816
28,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,28,False,4.0,840,684,476.5914363307613
29,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,29,False,4.0,869,713,447.5914363307613
30,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,30,False,4.0,892,736,424.5914363307613
31,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,31,True,,923,767,326.24978325175994
32,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,32,True,,945,789,324.5999617579582
33,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,33,True,,967,811,213.52613960704184
34,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,34,True,,996,840,352.73215569667263
35,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,35,True,,1028,872,320.73215569667263
36,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,36,True,,1046,890,341.1979584179453
37,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,37,False,2.0,1075,919,169.15094088627006
38,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,38,False,2.0,1104,948,138.1232641797783
39,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,39,True,,1129,973,435.9439192252512
40,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,40,False,2.0,1151,995,342.80185094457556
41,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,41,False,2.0,1184,1028,309.80185094457556
42,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,42,False,3.0,1208,1052,130.24815339812994
43,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,43,True,,1229,1073,164.7820145160665
44,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,44,True,,1251,1095,214.59827069211474
45,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,45,True,,1285,1129,201.52889738889712
46,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,46,True,,1312,1156,224.20472987420703
47,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,47,False,2.0,1342,1186,151.80185094457556
48,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,48,False,1.0,1374,1218,60.03787247425976
49,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,49,True,,1396,1240,250.5536036393571
50,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,50,True,,1417,1261,189.14268270706452
51,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,51,False,1.0,1441,1285,60.49542307096203
52,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,52,False,1.0,1459,1303,59.88000000000011
53,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,53,False,2.0,1494,1338,137.3467593999303
54,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,54,False,1.0,1519,1363,56.97563178725022
55,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,55,True,,1557,1401,257.8872196082216
56,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,56,True,,1582,1426,157.19114051389397
57,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,57,False,2.0,1604,1448,130.54370826809895
58,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,58,True,,1631,1475,217.7904093820291
59,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,59,True,,1645,1489,162.10274500912078
60,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,60,True,,1678,1522,227.76414224821247
61,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,61,True,,1697,1541,234.73780692081777
62,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,62,False,2.0,1725,1569,130.53210935465268
63,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,63,True,,1746,1590,208.18517466805793
64,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,64,True,,1769,1613,227.88557319220467
65,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,65,True,,1796,1640,163.14511605917437
66,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,66,True,,1813,1657,244.86075129278947
67,f26ca974-cb6e-48d0-bf08-6b83c3d64e8d,6,67,True,,1835,1679,278.81292158470046
