,job_id,client_id,load_info_staleness,placement_info_staleness,workflow_type,job_create_time,scheduler_type,slowdown,response_time
0,0,0,1,1,6,21.0,hashtask,1.3606419760335466,82.31883955002957
1,1,0,1,1,6,41.2,hashtask,1.4512188707198652,87.79874167855185
2,4,0,1,1,6,117.80000000000001,hashtask,1.5058816179400272,91.10583788537164
3,5,0,1,1,6,140.0,hashtask,1.3132802020461538,79.45345222379231
4,6,0,1,1,6,164.2,hashtask,1.2784608839351845,77.34688347807867
5,8,0,1,1,6,212.59999999999997,hashtask,1.4291543578774781,86.46383865158742
6,9,0,1,1,6,236.79999999999995,hashtask,1.440180740394763,87.13093479388317
7,10,0,1,1,6,257.99999999999994,hashtask,1.376267560743061,83.2641874249552
8,11,0,1,1,6,284.19999999999993,hashtask,1.3992087283448216,84.6521280648617
9,12,0,1,1,6,310.3999999999999,hashtask,1.3856940502111301,83.83449003777338
10,15,0,1,1,6,378.9999999999999,hashtask,1.5606048020673635,94.41659052507549
11,16,0,1,1,6,401.1999999999999,hashtask,1.607062032393957,97.2272529598344
12,17,0,1,1,6,423.39999999999986,hashtask,1.542840328343276,93.34183986476819
13,18,0,1,1,6,448.59999999999985,hashtask,1.3310295686865314,80.52728890553516
14,19,0,1,1,6,481.79999999999984,hashtask,1.3738239303523032,83.11634778631435
15,20,0,1,1,6,499.99999999999983,hashtask,1.7902210661722238,108.30837450341954
16,22,0,1,1,6,538.3999999999999,hashtask,1.5633909071482266,94.5851498824677
17,23,0,1,1,6,567.5999999999999,hashtask,1.8259105817690469,110.46759019702733
18,24,0,1,1,6,589.8,hashtask,1.8740656843507404,113.3809739032198
19,25,0,1,1,6,619.0,hashtask,1.8357335083900286,111.06187725759673
20,28,0,1,1,6,698.6000000000001,hashtask,1.554037510992336,94.01926941503632
21,29,0,1,1,6,728.8000000000002,hashtask,1.319643912496886,79.8384567060616
22,30,0,1,1,6,752.0000000000002,hashtask,1.5192971630201197,91.91747836271725
