,time,worker_id,event
0,20.0,N/A,[Job Arrival at Scheduler (Job 1000)] ++
1,20.0,4477df26-a9e1-4942-86b6-f9bc38e48340,[Task Arrival (Job 1000 - Task 0) at [Worker_id:4477df26-a9e1-4942-86b6-f9bc38e48340]] ---
2,20.0,4477df26-a9e1-4942-86b6-f9bc38e48340,"[Batch 9ef0eddd-8c05-4cee-b8b7-48e49968b806 Start (Jobs 1000) at Worker 4477df26-a9e1-4942-86b6-f9bc38e48340, Model 15]"
3,28.0,N/A,[Job Arrival at Scheduler (Job 2000)] ++
4,28.0,ed8e8c80-a3f5-43df-bd6d-6c3ce8c25221,[Task Arrival (Job 2000 - Task 0) at [Worker_id:ed8e8c80-a3f5-43df-bd6d-6c3ce8c25221]] ---
5,28.0,ed8e8c80-a3f5-43df-bd6d-6c3ce8c25221,"[Batch d9d56edd-b639-47c2-a39e-6ae921558e66 Start (Jobs 2000) at Worker ed8e8c80-a3f5-43df-bd6d-6c3ce8c25221, Model 16]"
6,29.0,N/A,[Job Arrival at Scheduler (Job 0)] ++
7,29.0,717d64da-bb85-4ad2-a257-b5034f1d57cd,[Task Arrival (Job 0 - Task 0) at [Worker_id:717d64da-bb85-4ad2-a257-b5034f1d57cd]] ---
8,29.0,f274c22f-f087-4578-be11-1a63c308cc36,[Task Arrival (Job 0 - Task 1) at [Worker_id:f274c22f-f087-4578-be11-1a63c308cc36]] ---
9,29.0,717d64da-bb85-4ad2-a257-b5034f1d57cd,"[Batch dc44d1ae-327f-4850-a8b0-52c43f460993 Start (Jobs 0) at Worker 717d64da-bb85-4ad2-a257-b5034f1d57cd, Model 0]"
10,29.0,f274c22f-f087-4578-be11-1a63c308cc36,"[Batch 8338e8e9-2cfc-470e-a1d9-957df5c47ea0 Start (Jobs 0) at Worker f274c22f-f087-4578-be11-1a63c308cc36, Model 1]"
11,30.661544840920204,4477df26-a9e1-4942-86b6-f9bc38e48340,[Batch 9ef0eddd-8c05-4cee-b8b7-48e49968b806 End (Jobs 1000) at Worker 4477df26-a9e1-4942-86b6-f9bc38e48340]
12,30.661544840920204,717d64da-bb85-4ad2-a257-b5034f1d57cd,"[Tasks Arrival at Worker (Job ID, Task ID: [(1000, 1)]) at 717d64da-bb85-4ad2-a257-b5034f1d57cd] ---"
13,30.661544840920204,6aae7612-e4d6-48e8-b447-8aae7480fc76,"[Tasks Arrival at Worker (Job ID, Task ID: [(1000, 2)]) at 6aae7612-e4d6-48e8-b447-8aae7480fc76] ---"
14,30.661544840920204,6aae7612-e4d6-48e8-b447-8aae7480fc76,"[Batch 046b73d1-44a1-448a-b696-10f3ca0f1a26 Start (Jobs 1000) at Worker 6aae7612-e4d6-48e8-b447-8aae7480fc76, Model 1]"
15,35.96886288509591,717d64da-bb85-4ad2-a257-b5034f1d57cd,[Batch dc44d1ae-327f-4850-a8b0-52c43f460993 End (Jobs 0) at Worker 717d64da-bb85-4ad2-a257-b5034f1d57cd]
16,35.96886288509591,717d64da-bb85-4ad2-a257-b5034f1d57cd,"[Batch 2ae6da1f-a5b8-465d-85a4-38eb71bc6fa7 Start (Jobs 1000) at Worker 717d64da-bb85-4ad2-a257-b5034f1d57cd, Model 0]"
