,client_id,workflow_id,job_id,was_completed,deadline,create_time,response_time
0,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,0,True,341,29,65.7521739236239
1,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,1,True,376,64,68.21625993517321
2,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,2,True,401,89,66.79227202979604
3,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,3,True,434,122,68.34524782017394
4,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,4,True,471,159,72.85476064283984
5,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,5,True,496,184,81.12152344740832
6,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,6,True,524,212,76.81427092910741
7,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,7,True,554,242,86.19510048338515
8,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,8,True,587,275,78.89439195504087
9,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,9,True,615,303,76.33339368775995
10,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,10,True,645,333,78.11671962886004
11,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,11,True,671,359,77.55278048876261
12,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,12,True,704,392,76.30208543540027
13,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,13,True,737,425,80.00961428084491
14,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,14,True,765,453,72.19141197614067
15,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,15,True,799,487,96.50827311143325
16,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,16,True,823,511,100.37986459983324
17,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,17,True,850,538,80.87242198530032
18,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,18,True,878,566,87.53341695586573
19,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,19,True,910,598,79.08982660389415
20,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,20,True,952,640,69.92946588357233
21,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,21,True,974,662,73.96435835260309
22,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,22,True,992,680,69.54581321849241
23,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,23,True,1021,709,93.46327898835307
24,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,24,True,1058,746,82.5112818874079
25,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,25,True,1085,773,76.4880069563228
26,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,26,True,1109,797,66.66177166569241
27,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,27,True,1145,833,84.93161035042635
28,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,28,True,1180,868,77.18563482703166
29,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,29,True,1216,904,68.2779104942606
30,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,30,True,1245,933,71.20936119960163
31,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,31,True,1283,971,67.85673182183359
32,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,32,True,1311,999,69.39707176898332
33,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,33,True,1339,1027,78.21947488702222
34,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,34,True,1374,1062,74.76168017546411
35,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,35,True,1413,1101,70.03985322349672
36,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,36,True,1436,1124,74.26331345309768
37,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,37,True,1472,1160,78.98270306897393
38,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,38,True,1508,1196,71.57275223245233
39,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,39,True,1540,1228,66.59683774368386
40,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,40,True,1568,1256,62.92719062267406
41,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,41,True,1608,1296,74.6695121388118
42,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,42,True,1638,1326,86.39287630807803
43,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,43,True,1664,1352,68.08934733619412
44,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,44,True,1692,1380,87.64510105933527
45,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,45,True,1725,1413,68.13861702338022
46,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,46,True,1762,1450,81.60356063311133
47,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,47,True,1801,1489,102.46193556174808
48,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,48,True,1829,1517,83.38452099513665
49,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,49,True,1855,1543,86.35903660499162
50,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,50,True,1885,1573,97.15442007362776
51,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,51,True,1908,1596,90.39554033803302
52,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,52,True,1951,1639,83.99625464987889
53,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,53,True,1982,1670,78.93276465270219
54,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,54,True,2011,1699,88.37101911853142
55,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,55,True,2057,1745,98.9674112700668
56,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,56,True,2088,1776,83.97857891223407
57,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,57,True,2115,1803,70.55401947719679
58,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,58,True,2148,1836,80.59570559117674
59,9fbe1a1d-0e5b-45f9-9c5f-35ebf231b3eb,6,59,True,2167,1855,87.40687538540237
