,job_id,client_id,load_info_staleness,placement_info_staleness,workflow_type,job_create_time,scheduler_type,slowdown,response_time
0,0,0,1,1,6,23.0,shepherd,1.3008785433377543,78.70315187193414
1,1,0,1,1,6,59.2,shepherd,1.6574269018230268,100.27432756029312
2,2,0,1,1,6,85.4,shepherd,1.3552888412757742,81.99497489718433
3,3,0,1,1,6,118.60000000000001,shepherd,1.4324150299114562,86.6611093096431
4,4,0,1,1,6,156.8,shepherd,1.4997133707838872,90.73265893242518
5,5,0,1,1,6,184.0,shepherd,1.2789838692000444,77.37852408660268
6,6,0,1,1,6,213.2,shepherd,1.7114385966596215,103.5420350979071
7,7,0,1,1,6,244.39999999999998,shepherd,2.0680048894849437,125.11429581383908
8,8,0,1,1,6,278.59999999999997,shepherd,1.3948456975076569,84.38816469921323
9,9,0,1,1,6,307.79999999999995,shepherd,1.8530379548576152,112.10879626888573
10,10,0,1,1,6,338.99999999999994,shepherd,2.126741553911563,128.66786401164956
11,11,0,1,1,6,366.19999999999993,shepherd,1.4533283160322972,87.92636311995398
12,12,0,1,1,6,399.3999999999999,shepherd,1.587223387517669,96.02701494481897
13,13,0,1,1,6,433.5999999999999,shepherd,2.3870021071622793,144.4136274833179
14,14,0,1,1,6,462.7999999999999,shepherd,3.0764193337842975,186.12336969395
15,15,0,1,1,6,497.9999999999999,shepherd,2.065818006496889,124.98198939306178
16,16,0,1,1,6,523.1999999999998,shepherd,1.5749676253450418,95.28554133337502
17,17,0,1,1,6,551.3999999999999,shepherd,2.241925419506814,135.63648788016224
18,18,0,1,1,6,580.5999999999999,shepherd,2.689104481886575,162.69082115413778
19,19,0,1,1,6,613.8,shepherd,2.0487955539468516,123.95213101378454
20,20,0,1,1,6,647.0,shepherd,2.0452489721653255,123.7375628160022
21,21,0,1,1,6,671.2,shepherd,1.498875083305045,90.68194253995523
22,22,0,1,1,6,691.4000000000001,shepherd,1.5832521538530626,95.78675530811029
23,23,0,1,1,6,721.6000000000001,shepherd,1.6352876210941725,98.93490107619743
24,24,0,1,1,6,758.8000000000002,shepherd,2.0107989072638652,121.65333388946385
25,25,0,1,1,6,788.0000000000002,shepherd,1.8319034347661394,110.83015780335143
26,26,0,1,1,6,814.2000000000003,shepherd,1.8544460212990694,112.1939842885937
27,27,0,1,1,6,850.4000000000003,shepherd,1.9670477762465604,119.0063904629169
28,28,0,1,1,6,885.6000000000004,shepherd,1.4978702622115239,90.6211508637972
29,29,0,1,1,6,921.8000000000004,shepherd,1.6639579113516296,100.6694536367736
30,30,0,1,1,6,952.0000000000005,shepherd,1.9279871915769036,116.64322509040267
31,31,0,1,1,6,990.2000000000005,shepherd,1.8651122044746233,112.83928837071471
32,32,0,1,1,6,1019.4000000000005,shepherd,1.2203969460940303,73.83401523868883
33,33,0,1,1,6,1048.6000000000006,shepherd,1.3217417843950876,79.9653779559028
34,34,0,1,1,6,1084.8000000000006,shepherd,1.4593790327765208,88.29243148297951
35,35,0,1,1,6,1124.0000000000007,shepherd,1.394244106768661,84.351768459504
36,36,0,1,1,6,1149.2000000000007,shepherd,1.8175916897337718,109.9642972288932
37,37,0,1,1,6,1185.4000000000008,shepherd,1.1786547713698698,71.30861366787713
38,38,0,1,1,6,1221.6000000000008,shepherd,1.441482125111472,87.20966856924406
39,39,0,1,1,6,1253.8000000000009,shepherd,1.3192959107020839,79.81740259747608
40,40,0,1,1,6,1283.000000000001,shepherd,1.7989855306808156,108.83862460618934
41,41,0,1,1,6,1323.200000000001,shepherd,1.515610689756057,91.69444673024145
42,42,0,1,1,6,1354.400000000001,shepherd,1.4500601506521649,87.72863911445597
43,43,0,1,1,6,1382.600000000001,shepherd,1.6377148179538508,99.08174648620798
44,44,0,1,1,6,1411.800000000001,shepherd,1.6493563930558925,99.78606177988149
45,45,0,1,1,6,1453.0000000000011,shepherd,1.419953670964791,85.90719709336986
46,46,0,1,1,6,1487.2000000000012,shepherd,1.4433544643369984,87.32294509238841
