,job_id,client_id,load_info_staleness,placement_info_staleness,workflow_type,job_create_time,scheduler_type,slowdown,response_time
0,0,0,1,1,6,19.0,hashtask,1.3849914830543724,83.79198472478953
1,2,0,1,1,6,72.4,hashtask,1.3031761366871752,78.8421562695741
2,3,0,1,1,6,101.60000000000001,hashtask,1.57246989594536,95.13442870469429
3,4,0,1,1,6,134.8,hashtask,1.436987729548044,86.93775763765666
4,5,0,1,1,6,158.0,hashtask,1.552952623290518,93.95363370907634
5,6,0,1,1,6,183.2,hashtask,1.496079759987177,90.5128254792242
6,7,0,1,1,6,210.39999999999998,hashtask,1.4602461297529936,88.34489085005612
7,8,0,1,1,6,239.59999999999997,hashtask,1.3584134612475294,82.18401440547552
8,9,0,1,1,6,264.79999999999995,hashtask,1.4343135798262139,86.77597157948594
9,10,0,1,1,6,291.99999999999994,hashtask,1.4725667353877856,89.09028749096103
10,11,0,1,1,6,315.19999999999993,hashtask,1.364736434311734,82.56655427585991
11,12,0,1,1,6,344.3999999999999,hashtask,1.4947452184660401,90.43208571719543
12,13,0,1,1,6,373.5999999999999,hashtask,1.908641888507344,115.4728342546943
13,14,0,1,1,6,398.7999999999999,hashtask,1.5814369107372959,95.6769330996064
14,15,0,1,1,6,428.9999999999999,hashtask,1.5666845476608946,94.78441513348412
15,16,0,1,1,6,450.1999999999999,hashtask,1.8970035529757103,114.76871495503048
16,17,0,1,1,6,474.39999999999986,hashtask,1.856067987769656,112.29211326006418
17,18,0,1,1,6,499.59999999999985,hashtask,1.6790279260553942,101.58118952635135
18,19,0,1,1,6,527.7999999999998,hashtask,1.6569326949370125,100.24442804368925
19,20,0,1,1,6,556.9999999999999,hashtask,2.5173059709939305,152.2970112451328
20,21,0,1,1,6,577.1999999999999,hashtask,1.837177250424187,111.14922365066332
21,22,0,1,1,6,594.4,hashtask,2.370868558176591,143.43754776968376
22,23,0,1,1,6,620.6,hashtask,2.3479551708344744,142.0512878354857
23,24,0,1,1,6,653.8000000000001,hashtask,2.2457787275039354,135.8696130139881
24,25,0,1,1,6,679.0000000000001,hashtask,2.0193093427121616,122.16821523408578
25,26,0,1,1,6,701.2000000000002,hashtask,2.744130804462974,166.01991367000994
26,27,0,1,1,6,733.4000000000002,hashtask,2.418504848618098,146.31954334139493
27,28,0,1,1,6,764.6000000000003,hashtask,1.865300696434706,112.85069213429972
28,29,0,1,1,6,796.8000000000003,hashtask,2.152759688172556,130.24196113443963
29,30,0,1,1,6,823.0000000000003,hashtask,1.676213973553579,101.41094539999153
30,31,0,1,1,6,857.2000000000004,hashtask,2.257135272948175,136.5566840133646
31,32,0,1,1,6,882.4000000000004,hashtask,1.9742698929507587,119.4433285235209
32,33,0,1,1,6,907.6000000000005,hashtask,2.28094543270906,137.99719867889814
33,34,0,1,1,6,938.8000000000005,hashtask,1.8286703314800732,110.63455505454442
34,35,0,1,1,6,973.0000000000006,hashtask,1.6264311919787326,98.39908711471332
35,36,0,1,1,6,994.2000000000006,hashtask,1.925024216151179,116.46396507714633
36,37,0,1,1,6,1026.4000000000005,hashtask,1.9281783541996973,116.65479042908169
37,38,0,1,1,6,1058.6000000000006,hashtask,1.7957062639365935,108.64022896816391
38,39,0,1,1,6,1086.8000000000006,hashtask,1.630045968389691,98.6177810875763
39,40,0,1,1,6,1112.0000000000007,hashtask,1.7712511022635167,107.16069168694276
40,41,0,1,1,6,1147.2000000000007,hashtask,2.567416317243468,155.32868719322983
41,42,0,1,1,6,1174.4000000000008,hashtask,1.6496740554309575,99.80528035357293
42,43,0,1,1,6,1198.6000000000008,hashtask,2.194656058900683,132.77669156349134
43,44,0,1,1,6,1223.8000000000009,hashtask,2.2430927108637975,135.70710900725976
44,45,0,1,1,6,1260.000000000001,hashtask,2.088682375755908,126.36528373323245
45,46,0,1,1,6,1292.200000000001,hashtask,1.9577601241862155,118.44448751326604
46,47,0,1,1,6,1326.400000000001,hashtask,2.1875329365795575,132.34574266306322
47,48,0,1,1,6,1351.600000000001,hashtask,1.8163030276364713,109.88633317200652
48,49,0,1,1,6,1375.800000000001,hashtask,1.7593976551981338,106.4435581394871
49,50,0,1,1,6,1403.0000000000011,hashtask,1.7068029707658736,103.26157973133536
