,job_id,client_id,load_info_staleness,placement_info_staleness,workflow_type,job_create_time,scheduler_type,slowdown,response_time
0,0,0,1,1,6,23.0,hashtask,1.1730928778207768,70.97211910815699
1,1,0,1,1,6,59.2,hashtask,1.6574269018230268,100.27432756029312
2,2,0,1,1,6,85.4,hashtask,1.3552888412757742,81.99497489718433
3,3,0,1,1,6,118.60000000000001,hashtask,1.4308065938898857,86.56379893033808
4,4,0,1,1,6,156.8,hashtask,1.499169149520401,90.69973354598426
5,5,0,1,1,6,184.0,hashtask,1.4740604437628912,89.18065684765492
6,6,0,1,1,6,213.2,hashtask,1.4038706495746855,84.93417429926848
7,7,0,1,1,6,244.39999999999998,hashtask,1.4241606832746752,86.16172133811784
8,8,0,1,1,6,278.59999999999997,hashtask,1.4796742128722282,89.5202898787698
9,9,0,1,1,6,307.79999999999995,hashtask,1.4452564706074382,87.43801647175002
10,10,0,1,1,6,338.99999999999994,hashtask,1.3502829984738245,81.69212140766638
11,11,0,1,1,6,366.19999999999993,hashtask,1.304939964322651,78.94886784152038
12,12,0,1,1,6,399.3999999999999,hashtask,1.6824338426936172,101.78724748296383
13,13,0,1,1,6,433.5999999999999,hashtask,1.9103936972634197,115.5788186844369
14,14,0,1,1,6,462.7999999999999,hashtask,1.8789392090634605,113.67582214833936
15,15,0,1,1,6,497.9999999999999,hashtask,2.1862292529404495,132.2668698028972
16,16,0,1,1,6,523.1999999999998,hashtask,1.7253246961345532,104.38214411614047
17,17,0,1,1,6,551.3999999999999,hashtask,1.6302157858026194,98.62805504105847
18,18,0,1,1,6,580.5999999999999,hashtask,1.5505934649866482,93.81090463169221
19,19,0,1,1,6,613.8,hashtask,1.798417735230718,108.80427298145844
20,20,0,1,1,6,647.0,hashtask,1.6579316509085662,100.30486487996825
21,21,0,1,1,6,671.2,hashtask,1.942781480933639,117.53827959648515
22,22,0,1,1,6,691.4000000000001,hashtask,1.665619784740735,100.76999697681447
23,23,0,1,1,6,721.6000000000001,hashtask,1.5586898406116079,94.30073535700228
24,24,0,1,1,6,758.8000000000002,hashtask,1.4375532479155666,86.97197149889178
25,25,0,1,1,6,788.0000000000002,hashtask,1.5300570687503174,92.56845265939421
26,26,0,1,1,6,814.2000000000003,hashtask,1.5379725541127653,93.0473395238223
27,27,0,1,1,6,850.4000000000003,hashtask,1.832895686702574,110.89018904550574
28,28,0,1,1,6,885.6000000000004,hashtask,1.8108191426479658,109.55455813020194
29,29,0,1,1,6,921.8000000000004,hashtask,1.5976325917828722,96.65677180286377
30,30,0,1,1,6,952.0000000000005,hashtask,1.5073119151224175,91.19237086490625
31,31,0,1,1,6,990.2000000000005,hashtask,1.321818285214358,79.97000625546866
32,32,0,1,1,6,1019.4000000000005,hashtask,1.3241736218409237,80.11250412137588
33,33,0,1,1,6,1048.6000000000006,hashtask,1.424151285709906,86.1611527854493
34,34,0,1,1,6,1084.8000000000006,hashtask,1.5272553658277022,92.39894963257598
35,35,0,1,1,6,1124.0000000000007,hashtask,1.4666063500645456,88.72968417890502
36,36,0,1,1,6,1149.2000000000007,hashtask,1.415630887794615,85.64566871157422
37,37,0,1,1,6,1185.4000000000008,hashtask,1.2428017331313896,75.18950485444907
38,38,0,1,1,6,1221.6000000000008,hashtask,1.5787782119576466,95.51608182343762
39,39,0,1,1,6,1253.8000000000009,hashtask,1.6838826153328994,101.87489822764041
40,40,0,1,1,6,1283.000000000001,hashtask,1.3685043504680143,82.79451320331486
41,41,0,1,1,6,1323.200000000001,hashtask,1.3972490151762536,84.53356541816333
42,42,0,1,1,6,1354.400000000001,hashtask,1.3264898265379463,80.25263450554576
43,43,0,1,1,6,1382.600000000001,hashtask,1.4476639220754257,87.58366728556325
44,44,0,1,1,6,1411.800000000001,hashtask,1.501255583042948,90.82596277409834
45,45,0,1,1,6,1453.0000000000011,hashtask,1.4383587189924267,87.02070249904182
46,46,0,1,1,6,1487.2000000000012,hashtask,1.3882475978325752,83.9889796688708
47,47,0,1,1,6,1524.4000000000012,hashtask,1.2766885101812342,77.23965486596467
48,48,0,1,1,6,1563.6000000000013,hashtask,1.2316053504796438,74.51212370401845
49,49,0,1,1,6,1592.8000000000013,hashtask,1.3062324891914028,79.02706559607986
50,50,0,1,1,6,1621.0000000000014,hashtask,1.2686407962813115,76.75276817501936
51,51,0,1,1,6,1652.2000000000014,hashtask,1.3150281452924164,79.5592027901912
52,52,0,1,1,6,1677.4000000000015,hashtask,1.6720519123314976,101.1591406960556
53,53,0,1,1,6,1719.6000000000015,hashtask,1.387975057890141,83.97249100235354
54,54,0,1,1,6,1751.8000000000015,hashtask,1.4443069485782156,87.38057038898205
55,55,0,1,1,6,1797.0000000000016,hashtask,1.3521506075840193,81.80511175883316
56,56,0,1,1,6,1829.2000000000016,hashtask,1.4195559549354007,85.88313527359173
57,57,0,1,1,6,1858.4000000000017,hashtask,1.6458712769344557,99.57521225453456
58,58,0,1,1,6,1892.6000000000017,hashtask,1.6331395668413085,98.80494379389916
59,59,0,1,1,6,1913.8000000000018,hashtask,1.664866348087964,100.72441405932182
60,60,0,1,1,6,1954.0000000000018,hashtask,1.5329350830932353,92.74257252714074
61,61,0,1,1,6,1980.2000000000019,hashtask,1.414376377121093,85.56977081582613
62,62,0,1,1,6,2015.400000000002,hashtask,1.524903802559305,92.25668005483794
63,63,0,1,1,6,2043.600000000002,hashtask,1.2297781658340599,74.40157903296063
64,64,0,1,1,6,2073.800000000002,hashtask,1.4524035520002265,87.8704148960137
65,65,0,1,1,6,2108.000000000002,hashtask,1.456355644403915,88.10951648643686
66,66,0,1,1,6,2132.2000000000016,hashtask,1.3202241278749254,79.87355973643298
67,67,0,1,1,6,2161.4000000000015,hashtask,1.3694428185528433,82.85129052244702
68,68,0,1,1,6,2196.6000000000013,hashtask,1.1829286296019632,71.56718209091878
69,69,0,1,1,6,2228.800000000001,hashtask,1.2994838233131034,78.61877131044275
70,70,0,1,1,6,2263.000000000001,hashtask,1.436476973745248,86.90685691158751
71,71,0,1,1,6,2298.2000000000007,hashtask,1.4080970849066012,85.18987363684937
72,72,0,1,1,6,2340.4000000000005,hashtask,1.4126287131862565,85.46403714776852
73,73,0,1,1,6,2370.6000000000004,hashtask,1.333587654478014,80.68205309591985
74,74,0,1,1,6,2398.8,hashtask,1.4388922015007943,87.05297819079806
75,75,0,1,1,6,2436.0,hashtask,1.3616629876330628,82.3806107518003
76,76,0,1,1,6,2468.2,hashtask,1.2339044251480455,74.65121772145676
77,77,0,1,1,6,2508.3999999999996,hashtask,1.1684651111016904,70.69213922165227
78,78,0,1,1,6,2537.5999999999995,hashtask,1.3807862016808503,83.53756520169145
79,79,0,1,1,6,2576.7999999999993,hashtask,1.2298969836480136,74.40876751070482
80,80,0,1,1,6,2610.999999999999,hashtask,1.2619350348841407,76.34706961049051
81,81,0,1,1,6,2645.199999999999,hashtask,1.3852183348823726,83.80570926038354
82,82,0,1,1,6,2669.3999999999987,hashtask,1.5042284560324468,91.00582158996303
83,83,0,1,1,6,2702.5999999999985,hashtask,1.5424199776583363,93.31640864832934
84,84,0,1,1,6,2736.7999999999984,hashtask,1.397291694119559,84.53614749423332
85,85,0,1,1,6,2771.999999999998,hashtask,1.5717510258069103,95.09093706131807
86,86,0,1,1,6,2801.199999999998,hashtask,1.535319133870405,92.88680759915951
87,87,0,1,1,6,2835.399999999998,hashtask,1.4111385909602538,85.37388475309535
88,88,0,1,1,6,2869.5999999999976,hashtask,1.262901722397687,76.40555420506007
89,89,0,1,1,6,2893.7999999999975,hashtask,1.4768571032317528,89.34985474552104
90,90,0,1,1,6,2921.9999999999973,hashtask,1.5307394595358932,92.60973730192154
91,91,0,1,1,6,2961.199999999997,hashtask,1.4203772881785708,85.93282593480353
92,92,0,1,1,6,2998.399999999997,hashtask,1.417276029202651,85.74519976676038
93,93,0,1,1,6,3031.5999999999967,hashtask,1.419728528621329,85.8935759815904
94,94,0,1,1,6,3058.7999999999965,hashtask,1.4092393861137906,85.25898285988433
95,95,0,1,1,6,3087.9999999999964,hashtask,1.5175247220301218,91.81024568282237
96,96,0,1,1,6,3122.199999999996,hashtask,1.3722310060815033,83.01997586793095
97,97,0,1,1,6,3162.399999999996,hashtask,1.3805203535328414,83.5214813887369
98,98,0,1,1,6,3193.599999999996,hashtask,1.3037937427278405,78.87952143503435
