,client_id,workflow_id,job_id,was_completed,drop_task_id,deadline,create_time,response_time
0,70cab85d-4535-478d-965d-df149460b85e,6,0,True,,179,23,77.18534056536807
1,70cab85d-4535-478d-965d-df149460b85e,6,1,True,,208,52,67.15567179730905
2,70cab85d-4535-478d-965d-df149460b85e,6,2,True,,227,71,147.86613231766918
3,70cab85d-4535-478d-965d-df149460b85e,6,3,True,,253,97,78.325337490853
4,70cab85d-4535-478d-965d-df149460b85e,6,4,True,,284,128,173.17230672610782
5,70cab85d-4535-478d-965d-df149460b85e,6,5,True,,304,148,76.96863533875836
6,70cab85d-4535-478d-965d-df149460b85e,6,6,True,,326,170,187.20664127024503
7,70cab85d-4535-478d-965d-df149460b85e,6,7,True,,350,194,158.48158048859887
8,70cab85d-4535-478d-965d-df149460b85e,6,8,True,,377,221,286.4941287069437
9,70cab85d-4535-478d-965d-df149460b85e,6,9,True,,399,243,264.4941287069437
10,70cab85d-4535-478d-965d-df149460b85e,6,10,True,,423,267,134.27764305566842
11,70cab85d-4535-478d-965d-df149460b85e,6,11,True,,443,287,147.26738362634455
12,70cab85d-4535-478d-965d-df149460b85e,6,12,True,,469,313,258.4823038199602
13,70cab85d-4535-478d-965d-df149460b85e,6,13,True,,496,340,146.12468325736415
14,70cab85d-4535-478d-965d-df149460b85e,6,14,True,,518,362,356.3965813089442
15,70cab85d-4535-478d-965d-df149460b85e,6,15,True,,546,390,328.3965813089442
16,70cab85d-4535-478d-965d-df149460b85e,6,16,True,,564,408,366.5953845088393
17,70cab85d-4535-478d-965d-df149460b85e,6,17,True,,585,429,345.5953845088393
18,70cab85d-4535-478d-965d-df149460b85e,6,18,True,,607,451,426.96058480761405
19,70cab85d-4535-478d-965d-df149460b85e,6,19,True,,633,477,524.6560445249538
20,70cab85d-4535-478d-965d-df149460b85e,6,20,True,,659,503,498.6560445249538
21,70cab85d-4535-478d-965d-df149460b85e,6,21,True,,676,520,481.6560445249538
22,70cab85d-4535-478d-965d-df149460b85e,6,22,True,,689,533,468.6560445249538
23,70cab85d-4535-478d-965d-df149460b85e,6,23,True,,712,556,321.96058480761405
24,70cab85d-4535-478d-965d-df149460b85e,6,24,True,,742,586,343.8876055412313
25,70cab85d-4535-478d-965d-df149460b85e,6,25,True,,764,608,321.8876055412313
26,70cab85d-4535-478d-965d-df149460b85e,6,26,True,,783,627,152.3026298866415
27,70cab85d-4535-478d-965d-df149460b85e,6,27,True,,812,656,454.28356304061913
28,70cab85d-4535-478d-965d-df149460b85e,6,28,True,,840,684,426.28356304061913
29,70cab85d-4535-478d-965d-df149460b85e,6,29,True,,869,713,333.7249074422152
30,70cab85d-4535-478d-965d-df149460b85e,6,30,True,,892,736,198.6449677242789
31,70cab85d-4535-478d-965d-df149460b85e,6,31,True,,923,767,434.76456906730914
32,70cab85d-4535-478d-965d-df149460b85e,6,32,True,,945,789,412.76456906730914
33,70cab85d-4535-478d-965d-df149460b85e,6,33,True,,967,811,521.9037386413909
34,70cab85d-4535-478d-965d-df149460b85e,6,34,True,,996,840,492.9037386413909
35,70cab85d-4535-478d-965d-df149460b85e,6,35,True,,1028,872,329.76456906730914
36,70cab85d-4535-478d-965d-df149460b85e,6,36,True,,1046,890,234.3832881619967
37,70cab85d-4535-478d-965d-df149460b85e,6,37,True,,1075,919,445.48416981307946
38,70cab85d-4535-478d-965d-df149460b85e,6,38,True,,1104,948,416.48416981307946
39,70cab85d-4535-478d-965d-df149460b85e,6,39,True,,1129,973,213.7788376612914
40,70cab85d-4535-478d-965d-df149460b85e,6,40,True,,1151,995,640.074664273103
41,70cab85d-4535-478d-965d-df149460b85e,6,41,True,,1184,1028,607.074664273103
42,70cab85d-4535-478d-965d-df149460b85e,6,42,True,,1208,1052,583.074664273103
43,70cab85d-4535-478d-965d-df149460b85e,6,43,True,,1229,1073,196.77730392624176
44,70cab85d-4535-478d-965d-df149460b85e,6,44,True,,1251,1095,253.43037610757347
45,70cab85d-4535-478d-965d-df149460b85e,6,45,True,,1285,1129,413.3227167149871
46,70cab85d-4535-478d-965d-df149460b85e,6,46,True,,1312,1156,386.3227167149871
47,70cab85d-4535-478d-965d-df149460b85e,6,47,True,,1342,1186,218.2500283233319
48,70cab85d-4535-478d-965d-df149460b85e,6,48,True,,1374,1218,629.298531206518
49,70cab85d-4535-478d-965d-df149460b85e,6,49,True,,1396,1240,607.298531206518
50,70cab85d-4535-478d-965d-df149460b85e,6,50,True,,1417,1261,586.298531206518
51,70cab85d-4535-478d-965d-df149460b85e,6,51,True,,1441,1285,424.1122375685343
52,70cab85d-4535-478d-965d-df149460b85e,6,52,True,,1459,1303,406.1122375685343
53,70cab85d-4535-478d-965d-df149460b85e,6,53,True,,1494,1338,240.16027945726614
54,70cab85d-4535-478d-965d-df149460b85e,6,54,True,,1519,1363,540.9541366258063
55,70cab85d-4535-478d-965d-df149460b85e,6,55,True,,1557,1401,502.9541366258063
56,70cab85d-4535-478d-965d-df149460b85e,6,56,True,,1582,1426,477.9541366258063
57,70cab85d-4535-478d-965d-df149460b85e,6,57,True,,1604,1448,506.8147792832865
58,70cab85d-4535-478d-965d-df149460b85e,6,58,True,,1631,1475,479.8147792832865
59,70cab85d-4535-478d-965d-df149460b85e,6,59,True,,1645,1489,465.8147792832865
60,70cab85d-4535-478d-965d-df149460b85e,6,60,True,,1678,1522,542.9204698478629
61,70cab85d-4535-478d-965d-df149460b85e,6,61,True,,1697,1541,523.9204698478629
62,70cab85d-4535-478d-965d-df149460b85e,6,62,True,,1725,1569,702.6905526507885
63,70cab85d-4535-478d-965d-df149460b85e,6,63,True,,1746,1590,681.6905526507885
64,70cab85d-4535-478d-965d-df149460b85e,6,64,True,,1769,1613,658.6905526507885
65,70cab85d-4535-478d-965d-df149460b85e,6,65,True,,1796,1640,631.6905526507885
66,70cab85d-4535-478d-965d-df149460b85e,6,66,True,,1813,1657,639.4184576769248
67,70cab85d-4535-478d-965d-df149460b85e,6,67,True,,1835,1679,407.57764166277593
68,70cab85d-4535-478d-965d-df149460b85e,6,68,True,,1863,1707,357.92046984786293
69,70cab85d-4535-478d-965d-df149460b85e,6,69,True,,1888,1732,354.57764166277593
70,70cab85d-4535-478d-965d-df149460b85e,6,70,True,,1915,1759,337.70726431995945
71,70cab85d-4535-478d-965d-df149460b85e,6,71,True,,1943,1787,509.41845767692485
72,70cab85d-4535-478d-965d-df149460b85e,6,72,True,,1978,1822,474.41845767692485
73,70cab85d-4535-478d-965d-df149460b85e,6,73,True,,2001,1845,614.6561361016584
74,70cab85d-4535-478d-965d-df149460b85e,6,74,True,,2022,1866,593.6561361016584
75,70cab85d-4535-478d-965d-df149460b85e,6,75,True,,2052,1896,563.6561361016584
76,70cab85d-4535-478d-965d-df149460b85e,6,76,True,,2077,1921,593.9972319179897
77,70cab85d-4535-478d-965d-df149460b85e,6,77,True,,2110,1954,560.9972319179897
78,70cab85d-4535-478d-965d-df149460b85e,6,78,True,,2132,1976,306.33348654667907
79,70cab85d-4535-478d-965d-df149460b85e,6,79,True,,2164,2008,656.2607226190594
80,70cab85d-4535-478d-965d-df149460b85e,6,80,True,,2191,2035,629.2607226190594
81,70cab85d-4535-478d-965d-df149460b85e,6,81,True,,2218,2062,602.2607226190594
82,70cab85d-4535-478d-965d-df149460b85e,6,82,True,,2235,2079,585.2607226190594
83,70cab85d-4535-478d-965d-df149460b85e,6,83,True,,2261,2105,489.93425986541024
84,70cab85d-4535-478d-965d-df149460b85e,6,84,True,,2288,2132,462.93425986541024
85,70cab85d-4535-478d-965d-df149460b85e,6,85,True,,2316,2160,547.9024072228772
86,70cab85d-4535-478d-965d-df149460b85e,6,86,True,,2338,2182,525.9024072228772
87,70cab85d-4535-478d-965d-df149460b85e,6,87,True,,2365,2209,385.93425986541024
88,70cab85d-4535-478d-965d-df149460b85e,6,88,True,,2392,2236,550.2178974171807
89,70cab85d-4535-478d-965d-df149460b85e,6,89,True,,2409,2253,533.2178974171807
