,client_id,workflow_id,job_id,was_completed,drop_task_id,deadline,create_time,response_time
0,e3192950-b76d-4c75-9a04-ea3a765e9e36,6,0,True,,185,29,65.24557955618147
1,e3192950-b76d-4c75-9a04-ea3a765e9e36,6,1,True,,220,64,94.06618537223571
2,e3192950-b76d-4c75-9a04-ea3a765e9e36,6,2,True,,245,89,158.14395950933235
3,e3192950-b76d-4c75-9a04-ea3a765e9e36,6,3,True,,278,122,203.0195381660663
4,e3192950-b76d-4c75-9a04-ea3a765e9e36,6,4,True,,315,159,68.0861724922404
5,e3192950-b76d-4c75-9a04-ea3a765e9e36,6,5,True,,340,184,145.63480108990268
6,e3192950-b76d-4c75-9a04-ea3a765e9e36,6,6,True,,368,212,158.38293442519813
7,e3192950-b76d-4c75-9a04-ea3a765e9e36,6,7,True,,398,242,140.4235502023322
8,e3192950-b76d-4c75-9a04-ea3a765e9e36,6,8,True,,431,275,155.10688383645441
9,e3192950-b76d-4c75-9a04-ea3a765e9e36,6,9,True,,459,303,92.59624959805234
10,e3192950-b76d-4c75-9a04-ea3a765e9e36,6,10,True,,489,333,75.14501059811494
11,e3192950-b76d-4c75-9a04-ea3a765e9e36,6,11,True,,515,359,202.72477244112088
12,e3192950-b76d-4c75-9a04-ea3a765e9e36,6,12,True,,548,392,126.96108620105201
13,e3192950-b76d-4c75-9a04-ea3a765e9e36,6,13,True,,581,425,167.90104228637904
14,e3192950-b76d-4c75-9a04-ea3a765e9e36,6,14,True,,609,453,139.90104228637904
15,e3192950-b76d-4c75-9a04-ea3a765e9e36,6,15,True,,643,487,112.50590301462103
16,e3192950-b76d-4c75-9a04-ea3a765e9e36,6,16,True,,667,511,166.93261504245277
17,e3192950-b76d-4c75-9a04-ea3a765e9e36,6,17,True,,694,538,139.93261504245277
18,e3192950-b76d-4c75-9a04-ea3a765e9e36,6,18,True,,722,566,79.61840001268877
19,e3192950-b76d-4c75-9a04-ea3a765e9e36,6,19,True,,754,598,142.26983816236645
20,e3192950-b76d-4c75-9a04-ea3a765e9e36,6,20,True,,796,640,89.82600446340723
21,e3192950-b76d-4c75-9a04-ea3a765e9e36,6,21,True,,818,662,151.0890686875033
22,e3192950-b76d-4c75-9a04-ea3a765e9e36,6,22,True,,836,680,133.0890686875033
23,e3192950-b76d-4c75-9a04-ea3a765e9e36,6,23,True,,865,709,86.70932980301154
24,e3192950-b76d-4c75-9a04-ea3a765e9e36,6,24,True,,902,746,128.46893781844062
25,e3192950-b76d-4c75-9a04-ea3a765e9e36,6,25,True,,929,773,83.89013181189182
26,e3192950-b76d-4c75-9a04-ea3a765e9e36,6,26,True,,953,797,145.4586977968762
27,e3192950-b76d-4c75-9a04-ea3a765e9e36,6,27,True,,989,833,124.98231106666753
