,client_id,workflow_id,job_id,was_completed,drop_task_id,deadline,create_time,response_time
0,c4939a32-3226-4941-992d-025d201164b1,6,0,True,,179,23,75.58552526234668
1,c4939a32-3226-4941-992d-025d201164b1,6,1,True,,208,52,69.59936740685767
2,c4939a32-3226-4941-992d-025d201164b1,6,2,True,,227,71,145.64513069597717
3,c4939a32-3226-4941-992d-025d201164b1,6,3,True,,253,97,78.52482901575894
4,c4939a32-3226-4941-992d-025d201164b1,6,4,True,,284,128,137.46171950461041
5,c4939a32-3226-4941-992d-025d201164b1,6,5,False,3.0,304,148,162.3158448919599
6,c4939a32-3226-4941-992d-025d201164b1,6,6,False,4.0,326,170,215.5229818635039
7,c4939a32-3226-4941-992d-025d201164b1,6,7,True,,350,194,136.69681751016168
8,c4939a32-3226-4941-992d-025d201164b1,6,8,False,3.0,377,221,179.12820779565504
9,c4939a32-3226-4941-992d-025d201164b1,6,9,False,3.0,399,243,157.12820779565504
10,c4939a32-3226-4941-992d-025d201164b1,6,10,True,,423,267,118.2268502517125
11,c4939a32-3226-4941-992d-025d201164b1,6,11,False,4.0,443,287,225.14264968295151
12,c4939a32-3226-4941-992d-025d201164b1,6,12,False,4.0,469,313,271.98582958077736
13,c4939a32-3226-4941-992d-025d201164b1,6,13,False,4.0,496,340,244.98582958077736
14,c4939a32-3226-4941-992d-025d201164b1,6,14,False,4.0,518,362,271.716408873888
15,c4939a32-3226-4941-992d-025d201164b1,6,15,False,4.0,546,390,236.42809019215792
16,c4939a32-3226-4941-992d-025d201164b1,6,16,False,4.0,564,408,225.71640887388799
17,c4939a32-3226-4941-992d-025d201164b1,6,17,False,2.0,585,429,181.7950152364824
18,c4939a32-3226-4941-992d-025d201164b1,6,18,False,2.0,607,451,159.7950152364824
19,c4939a32-3226-4941-992d-025d201164b1,6,19,False,4.0,633,477,207.5708891378955
20,c4939a32-3226-4941-992d-025d201164b1,6,20,False,2.0,659,503,164.52668496721765
21,c4939a32-3226-4941-992d-025d201164b1,6,21,False,2.0,676,520,156.96786835933017
22,c4939a32-3226-4941-992d-025d201164b1,6,22,False,3.0,689,533,175.74907153443849
