,job_id,client_id,load_info_staleness,placement_info_staleness,workflow_type,job_create_time,scheduler_type,slowdown,response_time
0,0,0,1,1,6,21.0,hashtask,1.3172511665993827,79.69369557926265
1,1,0,1,1,6,41.2,hashtask,1.7456128839978593,105.60957948187048
2,2,0,1,1,6,67.4,hashtask,1.6929393585420833,102.42283119179604
3,3,0,1,1,6,97.60000000000001,hashtask,1.6317251770483159,98.7193732114231
4,4,0,1,1,6,117.80000000000001,hashtask,2.337148411763699,141.3974789117038
5,5,0,1,1,6,140.0,hashtask,2.565885307792735,155.23606112146047
6,6,0,1,1,6,164.2,hashtask,2.2039883504353845,133.34129520134076
7,7,0,1,1,6,190.39999999999998,hashtask,2.220704373979752,134.352614625775
8,8,0,1,1,6,212.59999999999997,hashtask,2.3360302653206046,141.32983105189658
9,9,0,1,1,6,236.79999999999995,hashtask,2.684747990852354,162.42725344656742
10,10,0,1,1,6,257.99999999999994,hashtask,3.1683034342219756,191.68235777042952
11,11,0,1,1,6,284.19999999999993,hashtask,2.7787420063012473,168.11389138122547
12,12,0,1,1,6,310.3999999999999,hashtask,2.727760512379679,165.02951099897058
13,13,0,1,1,6,332.5999999999999,hashtask,2.7888822613941193,168.7273768143442
14,14,0,1,1,6,359.7999999999999,hashtask,3.13617457896781,189.73856202755252
15,15,0,1,1,6,378.9999999999999,hashtask,3.0523796067860354,184.66896621055514
16,17,0,1,1,6,423.39999999999986,hashtask,3.325368418837053,201.18478933964172
17,18,0,1,1,6,448.59999999999985,hashtask,3.4178092163475,206.77745758902375
18,19,0,1,1,6,481.79999999999984,hashtask,3.6656980525083513,221.77473217675526
19,20,0,1,1,6,499.99999999999983,hashtask,3.266873721489714,197.6458601501277
20,21,0,1,1,6,515.1999999999998,hashtask,2.622625139290116,158.66882092705202
21,22,0,1,1,6,538.3999999999999,hashtask,3.390220751458964,205.10835546326734
22,23,0,1,1,6,567.5999999999999,hashtask,2.59900670461041,157.23990562892982
23,24,0,1,1,6,589.8,hashtask,3.1084883171077418,188.06354318501837
24,25,0,1,1,6,619.0,hashtask,2.9878818502860467,180.76685194230583
25,26,0,1,1,6,647.2,hashtask,2.916677187449453,176.4589698406919
26,27,0,1,1,6,675.4000000000001,hashtask,2.95775358844043,178.944092100646
27,28,0,1,1,6,698.6000000000001,hashtask,3.3429094544374585,202.24602199346623
28,29,0,1,1,6,728.8000000000002,hashtask,2.805612017921401,169.73952708424474
29,30,0,1,1,6,752.0000000000002,hashtask,3.2743278153272066,198.096832827296
30,32,0,1,1,6,802.4000000000003,hashtask,3.2767865853603637,198.245588414302
31,33,0,1,1,6,833.6000000000004,hashtask,2.715653690318495,164.29704826426894
32,34,0,1,1,6,852.8000000000004,hashtask,3.3224355764641476,201.00735237608092
33,35,0,1,1,6,881.0000000000005,hashtask,3.0177223649997327,182.57220308248384
34,37,0,1,1,6,934.4000000000005,hashtask,2.8823285780713226,174.38087897331502
35,38,0,1,1,6,956.6000000000006,hashtask,2.5549098242861663,154.57204436931306
36,39,0,1,1,6,988.8000000000006,hashtask,3.1306301689428624,189.40312522104318
37,47,0,1,1,6,1184.400000000001,hashtask,1.991863885159362,120.5077650521414
38,48,0,1,1,6,1203.600000000001,hashtask,2.1098649064132973,127.64682683800447
39,50,0,1,1,6,1262.0000000000011,hashtask,1.6552717143046518,100.14393871543143
40,52,0,1,1,6,1323.4000000000012,hashtask,1.9606300811616384,118.61811991027912
41,54,0,1,1,6,1371.8000000000013,hashtask,1.935647543443939,117.10667637835832
