,time,worker_id,event
0,16.0,N/A,[Job Arrival at Scheduler (Job 2000)] ++
1,16.0,17d692bd-0d52-4612-a233-d92422151be5,[Task Arrival (Job 2000 - Task 0) at [Worker_id:17d692bd-0d52-4612-a233-d92422151be5]] ---
2,16.0,17d692bd-0d52-4612-a233-d92422151be5,"[Batch 1fb6a1ed-fc60-40fd-975a-a43159814acc Start (Jobs 2000) at Worker 17d692bd-0d52-4612-a233-d92422151be5, Model 16]"
3,26.0,N/A,[Job Arrival at Scheduler (Job 0)] ++
4,26.0,b094d18d-71f8-46a5-b124-90b8f988bc84,[Task Arrival (Job 0 - Task 0) at [Worker_id:b094d18d-71f8-46a5-b124-90b8f988bc84]] ---
5,26.0,b74e100e-5e7b-4867-a27f-e605c9e88df2,[Task Arrival (Job 0 - Task 1) at [Worker_id:b74e100e-5e7b-4867-a27f-e605c9e88df2]] ---
6,26.0,b094d18d-71f8-46a5-b124-90b8f988bc84,"[Batch 206d3e61-6771-4672-bd78-466ef41cc40f Start (Jobs 0) at Worker b094d18d-71f8-46a5-b124-90b8f988bc84, Model 0]"
7,26.0,b74e100e-5e7b-4867-a27f-e605c9e88df2,"[Batch bab521a3-4410-4a95-a0b8-0367f1a3b21e Start (Jobs 0) at Worker b74e100e-5e7b-4867-a27f-e605c9e88df2, Model 1]"
8,28.0,N/A,[Job Arrival at Scheduler (Job 1000)] ++
9,28.0,9ef715f2-7ec0-4a75-bd8c-95f29b6ef78f,[Task Arrival (Job 1000 - Task 0) at [Worker_id:9ef715f2-7ec0-4a75-bd8c-95f29b6ef78f]] ---
10,28.0,9ef715f2-7ec0-4a75-bd8c-95f29b6ef78f,"[Batch 8d44ef11-455d-48b3-9403-dfcd7ba652d1 Start (Jobs 1000) at Worker 9ef715f2-7ec0-4a75-bd8c-95f29b6ef78f, Model 15]"
11,33.290369206498376,b094d18d-71f8-46a5-b124-90b8f988bc84,[Batch 206d3e61-6771-4672-bd78-466ef41cc40f End (Jobs 0) at Worker b094d18d-71f8-46a5-b124-90b8f988bc84]
12,36.38474516570379,17d692bd-0d52-4612-a233-d92422151be5,[Batch 1fb6a1ed-fc60-40fd-975a-a43159814acc End (Jobs 2000) at Worker 17d692bd-0d52-4612-a233-d92422151be5]
13,36.38474516570379,b094d18d-71f8-46a5-b124-90b8f988bc84,"[Tasks Arrival at Worker (Job ID, Task ID: [(2000, 1)]) at b094d18d-71f8-46a5-b124-90b8f988bc84] ---"
14,36.38474516570379,12d3ef55-994d-450b-870b-844366788ad5,"[Tasks Arrival at Worker (Job ID, Task ID: [(2000, 2)]) at 12d3ef55-994d-450b-870b-844366788ad5] ---"
15,36.38474516570379,b094d18d-71f8-46a5-b124-90b8f988bc84,"[Batch 9f399386-f0ab-45b8-a874-d53eefe4b93d Start (Jobs 2000) at Worker b094d18d-71f8-46a5-b124-90b8f988bc84, Model 0]"
16,36.38474516570379,12d3ef55-994d-450b-870b-844366788ad5,"[Batch 3fce978f-fa8f-46b0-ba84-1d603f3c0b6a Start (Jobs 2000) at Worker 12d3ef55-994d-450b-870b-844366788ad5, Model 1]"
17,38.684042808418,9ef715f2-7ec0-4a75-bd8c-95f29b6ef78f,[Batch 8d44ef11-455d-48b3-9403-dfcd7ba652d1 End (Jobs 1000) at Worker 9ef715f2-7ec0-4a75-bd8c-95f29b6ef78f]
